A1	Codigouf	Codigomunicipio	Nome	A140	A141	A142	A143	A144	A145	A146	A147	A148	A149	A150
1505494	15	5494	PALESTINA DO PARA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
1505502	15	5502	PARAGOMINAS	Sim	Sim	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
1505536	15	5536	PARAUAPEBAS	Não	Sim	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
1505551	15	5551	PAU D'ARCO	Não	Não	Não	-	-	Sim	Sim	Sim	Não	Não	Não
1505601	15	5601	PEIXE-BOI	Não	Não	Não	-	-	Não	-	-	-	-	Sim
1505635	15	5635	PICARRA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
1505650	15	5650	PLACAS	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Sim	Não	Sim	Sim	Desconhece o que seja Cadastro Ambiental Rural
1505700	15	5700	PONTA DE PEDRAS	Não	Não sabe informar	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
1505809	15	5809	PORTEL	Não	Não	Sim	Sensibilização/mobilização	Sim	Sim	Sim	Sim	Sim	Sim	Não
1505908	15	5908	PORTO DE MOZ	Não	Não	Sim	Definição de diagnóstico e metodologia	Não	Não	-	-	-	-	Sim
1506005	15	6005	PRAINHA	Não	Não	Não	-	-	Sim	Não	-	-	-	Sim
1506104	15	6104	PRIMAVERA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
1506112	15	6112	QUATIPURU	Não	Não	Não	-	-	Sim	Não	-	-	-	Sim
1506138	15	6138	REDENCAO	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1506161	15	6161	RIO MARIA	Não	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Sim
1506187	15	6187	RONDON DO PARA	Sim	Sim	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1506195	15	6195	RUROPOLIS	Sim	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Sim
1506203	15	6203	SALINOPOLIS	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
1506302	15	6302	SALVATERRA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
1506351	15	6351	SANTA BARBARA DO PARA	Não	Não	Sim	Apenas iniciou o processo	Não possui Fórum	Não	-	-	-	-	Não
1506401	15	6401	SANTA CRUZ DO ARARI	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
1506500	15	6500	SANTA ISABEL DO PARA	Sim	Sim	Sim	Sensibilização/mobilização	Não	Sim	Sim	Sim	Sim	Sim	Desconhece o que seja Cadastro Ambiental Rural
1506559	15	6559	SANTA LUZIA DO PARA	Não	Não	Não	-	-	Não	-	-	-	-	Não
1506583	15	6583	SANTA MARIA DAS BARREIRAS	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
1506609	15	6609	SANTA MARIA DO PARA	Não	Não	Sim	Definição de diagnóstico e metodologia	Não	Não	-	-	-	-	Não
1506708	15	6708	SANTANA DO ARAGUAIA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
1506807	15	6807	SANTAREM	Sim	Sim	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
1506906	15	6906	SANTAREM NOVO	Não	Não	Não	-	-	Não	-	-	-	-	Não
1507003	15	7003	SANTO ANTONIO DO TAUA	Não	Não	Não	-	-	Não	-	-	-	-	Não
1507102	15	7102	SAO CAETANO DE ODIVELAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
1507151	15	7151	SAO DOMINGOS DO ARAGUAIA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
1507201	15	7201	SAO DOMINGOS DO CAPIM	Não	Não	Não	-	-	Não	-	-	-	-	Não
1507300	15	7300	SAO FELIX DO XINGU	Sim	Sim	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Não	Sim	Sim	Sim	Sim	Sim	Sim
1507409	15	7409	SAO FRANCISCO DO PARA	Não	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Sim
1507458	15	7458	SAO GERALDO DO ARAGUAIA	Não	Não sabe informar	Sim	Implementação de ações da Agenda 21 em políticas públicas	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1507466	15	7466	SAO JOAO DA PONTA	Não	Não	Não	-	-	Não	-	-	-	-	Não
1507474	15	7474	SAO JOAO DE PIRABAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
1507508	15	7508	SAO JOAO DO ARAGUAIA	Não	Não	Não	-	-	Não	-	-	-	-	Não
1507607	15	7607	SAO MIGUEL DO GUAMA	Não	Não	Não	-	-	Sim	Não	-	-	-	Não
1507706	15	7706	SAO SEBASTIAO DA BOA VISTA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
1507755	15	7755	SAPUCAIA	Não	Não	Não	-	-	Sim	Sim	Sim	Não	Não	Não
1507805	15	7805	SENADOR JOSE PORFIRIO	Não	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Sim
1507904	15	7904	SOURE	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
1507953	15	7953	TAILANDIA	Sim	Sim	Sim	Sensibilização/mobilização	Não	Sim	Sim	Sim	Sim	Sim	Sim
1507961	15	7961	TERRA ALTA	Não	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Não
1507979	15	7979	TERRA SANTA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
1508001	15	8001	TOME-ACU	Sim	Não	Sim	Definição de diagnóstico e metodologia	Não	Sim	Sim	Sim	Sim	Sim	Sim
1508035	15	8035	TRACUATEUA	Não	Não	Não	-	-	Não	-	-	-	-	Não
1508050	15	8050	TRAIRAO	Não	Não	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Não	Sim	Sim	Sim	Sim	Sim	Sim
1508084	15	8084	TUCUMA	Sim	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Sim	Sim	Sim	Sim	Sim	Sim
1508100	15	8100	TUCURUI	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Sim	Sim	Sim	Sim	Sim	Não
1508126	15	8126	ULIANOPOLIS	Sim	Sim	Não	-	-	Não	-	-	-	-	Sim
1508159	15	8159	URUARA	Sim	Sim	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Sim	Não	-	-	-	Sim
1508209	15	8209	VIGIA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
1508308	15	8308	VISEU	Não	Não	Não	-	-	Não	-	-	-	-	Não
1508357	15	8357	VITORIA DO XINGU	Sim	Sim	Sim	Sensibilização/mobilização	Sim	Sim	Sim	Sim	Sim	Sim	Sim
1508407	15	8407	XINGUARA	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
1600055	16	55	SERRA DO NAVIO	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Sim	Não	-	-	-	Não
1600105	16	105	AMAPA	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Não	-	-	-	-	Não
1600154	16	154	PEDRA BRANCA DO AMAPARI	Não	Não	Sim	Sensibilização/mobilização	Não	Sim	Não	-	-	-	Não
1600204	16	204	CALCOENE	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
1600212	16	212	CUTIAS	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Sim	Sim	Não	Não	Não
1600238	16	238	FERREIRA GOMES	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Sim	Sim	Sim	Sim	Sim	Não
1600253	16	253	ITAUBAL	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Sim	Sim	Não	Não	Não
1600279	16	279	LARANJAL DO JARI	Não	Não	Não	-	-	Sim	Sim	Sim	Não	Não	Não
1600303	16	303	MACAPA	Não	Não	Sim	Sensibilização/mobilização	Não	Sim	Sim	Sim	Não	Não	Não
1600402	16	402	MAZAGAO	Não	Não	Sim	Apenas iniciou o processo	Não	Sim	Sim	Sim	Não	Não	Não
1600501	16	501	OIAPOQUE	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Sim	Não	Sim	Não	Não
1600535	16	535	PORTO GRANDE	Não	Não	Sim	Sensibilização/mobilização	Não	Sim	Sim	Sim	Não	Sim	Sim
1600550	16	550	PRACUUBA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
1600600	16	600	SANTANA	Não	Não	Sim	Sensibilização/mobilização	Sim	Sim	Sim	Sim	Sim	Sim	Não
1600709	16	709	TARTARUGALZINHO	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Sim	Não	-	-	-	Sim
1600808	16	808	VITORIA DO JARI	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
1700251	17	251	ABREULANDIA	Não	Não	Não	-	-	Não	-	-	-	-	Não
1700301	17	301	AGUIARNOPOLIS	Não	Não	Não	-	-	Não	-	-	-	-	Não
1700350	17	350	ALIANCA DO TOCANTINS	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
1700400	17	400	ALMAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
1700707	17	707	ALVORADA	Não	Não sabe informar	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
1701002	17	1002	ANANAS	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
1701051	17	1051	ANGICO	Não	Não	Não	-	-	Não	-	-	-	-	Não
1701101	17	1101	APARECIDA DO RIO NEGRO	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
1701309	17	1309	ARAGOMINAS	Não	Não	Não	-	-	Sim	Sim	Não	Sim	Sim	Não
1701903	17	1903	ARAGUACEMA	Não	Não	Não	-	-	Não	-	-	-	-	Não
1702000	17	2000	ARAGUACU	Não	Não	Não	-	-	Não	-	-	-	-	Não
1702109	17	2109	ARAGUAINA	Sim	Sim	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Não possui Fórum	Sim	Sim	Sim	Sim	Sim	Não
1702158	17	2158	ARAGUANA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
1702208	17	2208	ARAGUATINS	Não	Não	Não	-	-	Não	-	-	-	-	Não
1702307	17	2307	ARAPOEMA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
1702406	17	2406	ARRAIAS	Não	Não	Não	-	-	Não	-	-	-	-	Sim
1702554	17	2554	AUGUSTINOPOLIS	Não	Não	Não	-	-	Não	-	-	-	-	Não
1702703	17	2703	AURORA DO TOCANTINS	Não	Não	Não	-	-	Não	-	-	-	-	Não
1702901	17	2901	AXIXA DO TOCANTINS	Sim	Sim	Não	-	-	Não	-	-	-	-	Sim
1703008	17	3008	BABACULANDIA	Não	Não	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Sim	Não	-	-	-	-	Sim
1703057	17	3057	BANDEIRANTES DO TOCANTINS	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Não	-	-	-	-	Não
1703073	17	3073	BARRA DO OURO	Não	Não	Sim	Sensibilização/mobilização	Sim	Não	-	-	-	-	Não
1703107	17	3107	BARROLANDIA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
1703206	17	3206	BERNARDO SAYAO	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
1703305	17	3305	BOM JESUS DO TOCANTINS	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não possui Fórum	Não	-	-	-	-	Não
1703602	17	3602	BRASILANDIA DO TOCANTINS	Não	Não	Não	-	-	Não	-	-	-	-	Não
1703701	17	3701	BREJINHO DE NAZARE	Não	Não	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Não	Não	-	-	-	-	Sim
1703800	17	3800	BURITI DO TOCANTINS	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
1703826	17	3826	CACHOEIRINHA	Não	Não	Não	-	-	Não	-	-	-	-	Não
1703842	17	3842	CAMPOS LINDOS	Não	Não	Não	-	-	Não	-	-	-	-	Sim
1703867	17	3867	CARIRI DO TOCANTINS	Não	Não	Não	-	-	Não	-	-	-	-	Sim
1703883	17	3883	CARMOLANDIA	Sim	Não	Sim	Sensibilização/mobilização	Sim	Sim	Não	-	-	-	Sim
1703891	17	3891	CARRASCO BONITO	Não	Não	Não	-	-	Não	-	-	-	-	Não
1703909	17	3909	CASEARA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
1704105	17	4105	CENTENARIO	Não	Não	Não	-	-	Não	-	-	-	-	Não
1704600	17	4600	CHAPADA DE AREIA	Não	Não sabe informar	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
1705102	17	5102	CHAPADA DA NATIVIDADE	Não	Não	Não	-	-	Não	-	-	-	-	Não
1705508	17	5508	COLINAS DO TOCANTINS	Não	Não sabe informar	Sim	Definição de diagnóstico e metodologia	Sim	Não	-	-	-	-	Sim
1705557	17	5557	COMBINADO	Não	Não	Não	-	-	Não	-	-	-	-	Não
1705607	17	5607	CONCEICAO DO TOCANTINS	Não	Não	Não	-	-	Não	-	-	-	-	Não
1706001	17	6001	COUTO MAGALHAES	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
1706100	17	6100	CRISTALANDIA	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Não	-	-	-	-	Sim
1706258	17	6258	CRIXAS DO TOCANTINS	Não	Não	Não	-	-	Não	-	-	-	-	Sim
1706506	17	6506	DARCINOPOLIS	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
1707009	17	7009	DIANOPOLIS	Não	Não	Não	-	-	Não	-	-	-	-	Não
1707108	17	7108	DIVINOPOLIS DO TOCANTINS	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Não	-	-	-	-	Sim
1707207	17	7207	DOIS IRMAOS DO TOCANTINS	Sim	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
1707306	17	7306	DUERE	Não	Não	Não	-	-	Não	-	-	-	-	Não
1707405	17	7405	ESPERANTINA	Não	Não	Não	-	-	Não	-	-	-	-	Não
1707553	17	7553	FATIMA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
1707652	17	7652	FIGUEIROPOLIS	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Não
1707702	17	7702	FILADELFIA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
1708205	17	8205	FORMOSO DO ARAGUAIA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
1708254	17	8254	FORTALEZA DO TABOCAO	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Sim	Sim	Sim	Sim	Sim	Não
1708304	17	8304	GOIANORTE	Sim	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
1709005	17	9005	GOIATINS	Não	Não	Sim	Sensibilização/mobilização	Sim	Não	-	-	-	-	Não
1709302	17	9302	GUARAI	Não	Não	Não	-	-	Não	-	-	-	-	Não
1709500	17	9500	GURUPI	Sim	Sim	Sim	Sensibilização/mobilização	Não possui Fórum	Não	-	-	-	-	Não
1709807	17	9807	IPUEIRAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
1710508	17	10508	ITACAJA	Não	Não	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Sim	Não	-	-	-	-	Não
1710706	17	10706	ITAGUATINS	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Sim	Sim	Sim	Não	Sim	Sim	Sim
1710904	17	10904	ITAPIRATINS	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
1711100	17	11100	ITAPORA DO TOCANTINS	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
1711506	17	11506	JAU DO TOCANTINS	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
1711803	17	11803	JUARINA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
1711902	17	11902	LAGOA DA CONFUSAO	Sim	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Sim	Sim	Sim	Sim	Sim	Sim
1711951	17	11951	LAGOA DO TOCANTINS	Não	Não	Não	-	-	Não	-	-	-	-	Não
1712009	17	12009	LAJEADO	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não possui Fórum	Sim	Sim	Sim	Sim	Sim	Não
1712157	17	12157	LAVANDEIRA	Não	Não	Não	-	-	Não	-	-	-	-	Não
1712405	17	12405	LIZARDA	Não	Não	Não	-	-	Não	-	-	-	-	Não
1712454	17	12454	LUZINOPOLIS	Não	Não	Sim	Definição de diagnóstico e metodologia	Não	Não	-	-	-	-	Não
1712504	17	12504	MARIANOPOLIS DO TOCANTINS	Não	Não	Não	-	-	Não	-	-	-	-	Sim
1712702	17	12702	MATEIROS	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Não	-	-	-	-	Não
1712801	17	12801	MAURILANDIA DO TOCANTINS	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
1713205	17	13205	MIRACEMA DO TOCANTINS	Não	Não	Sim	Definição de diagnóstico e metodologia	Não	Não	-	-	-	-	Não
1713304	17	13304	MIRANORTE	Sim	Não	Não	-	-	Não	-	-	-	-	Não
1713601	17	13601	MONTE DO CARMO	Não	Não	Sim	Definição de diagnóstico e metodologia	Não possui Fórum	Não	-	-	-	-	Não
1713700	17	13700	MONTE SANTO DO TOCANTINS	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
1713809	17	13809	PALMEIRAS DO TOCANTINS	Não	Não	Não	-	-	Não	-	-	-	-	Sim
1713957	17	13957	MURICILANDIA	Sim	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Sim	Sim	Sim	Não	Não	Não
1714203	17	14203	NATIVIDADE	Não	Não	Não	-	-	Não	-	-	-	-	Não
1714302	17	14302	NAZARE	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
1714880	17	14880	NOVA OLINDA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
1715002	17	15002	NOVA ROSALANDIA	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Sim	Não	-	-	-	-	Não
1715101	17	15101	NOVO ACORDO	Não	Não	Não	-	-	Não	-	-	-	-	Sim
1715150	17	15150	NOVO ALEGRE	Não	Não	Não	-	-	Não	-	-	-	-	Não
1715259	17	15259	NOVO JARDIM	Não	Não	Não	-	-	Não	-	-	-	-	Não
1715507	17	15507	OLIVEIRA DE FATIMA	Não	Não	Não	-	-	Não	-	-	-	-	Não
1715705	17	15705	PALMEIRANTE	Não	Não	Sim	Sensibilização/mobilização	Sim	Sim	Sim	Não	Sim	Sim	Não
1715754	17	15754	PALMEIROPOLIS	Sim	Sim	Sim	Definição de diagnóstico e metodologia	Não	Não	-	-	-	-	Não
1716109	17	16109	PARAISO DO TOCANTINS	Não	Não	Não	-	-	Não	-	-	-	-	Sim
1716208	17	16208	PARANA	Sim	Não	Não	-	-	Não	-	-	-	-	Não
1716307	17	16307	PAU D'ARCO	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
1716505	17	16505	PEDRO AFONSO	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
1716604	17	16604	PEIXE	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
1716653	17	16653	PEQUIZEIRO	Sim	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
1716703	17	16703	COLMEIA	Sim	Não	Não	-	-	Não	-	-	-	-	Não
1717008	17	17008	PINDORAMA DO TOCANTINS	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Não	-	-	-	-	Sim
1717206	17	17206	PIRAQUE	Sim	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
1717503	17	17503	PIUM	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Não
1717800	17	17800	PONTE ALTA DO BOM JESUS	Não	Não	Não	-	-	Não	-	-	-	-	Não
1717909	17	17909	PONTE ALTA DO TOCANTINS	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
1718006	17	18006	PORTO ALEGRE DO TOCANTINS	Não	Não	Não	-	-	Não	-	-	-	-	Sim
1718204	17	18204	PORTO NACIONAL	Sim	Não	Não	-	-	Não	-	-	-	-	Não
1718303	17	18303	PRAIA NORTE	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Não
1718402	17	18402	PRESIDENTE KENNEDY	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
1718451	17	18451	PUGMIL	Não	Não	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Não	Não	-	-	-	-	Não
1718501	17	18501	RECURSOLANDIA	Não	Não	Sim	Definição de diagnóstico e metodologia	Sim	Não	-	-	-	-	Não
1718550	17	18550	RIACHINHO	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Não
1718659	17	18659	RIO DA CONCEICAO	Não	Não	Não	-	-	Não	-	-	-	-	Não
1718709	17	18709	RIO DOS BOIS	Não	Não	Não	-	-	Não	-	-	-	-	Não
1718758	17	18758	RIO SONO	Não	Não	Não	-	-	Não	-	-	-	-	Não
1718808	17	18808	SAMPAIO	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Sim	Sim	Não	Não	Sim	Sim
1718840	17	18840	SANDOLANDIA	Não	Não	Não	-	-	Não	-	-	-	-	Não
1718865	17	18865	SANTA FE DO ARAGUAIA	Não	Não	Não	-	-	Não	-	-	-	-	Não
1718881	17	18881	SANTA MARIA DO TOCANTINS	Não	Não	Não	-	-	Não	-	-	-	-	Não
1718899	17	18899	SANTA RITA DO TOCANTINS	Não	Não	Sim	Sensibilização/mobilização	Sim	Não	-	-	-	-	Não
1718907	17	18907	SANTA ROSA DO TOCANTINS	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Sim
1719004	17	19004	SANTA TEREZA DO TOCANTINS	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Não	-	-	-	-	Sim
1720002	17	20002	SANTA TEREZINHA DO TOCANTINS	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Não
1720101	17	20101	SAO BENTO DO TOCANTINS	Não	Não	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Não possui Fórum	Não	-	-	-	-	Não
1720150	17	20150	SAO FELIX DO TOCANTINS	Sim	Sim	Sim	Sensibilização/mobilização	Não possui Fórum	Não	-	-	-	-	Não
1720200	17	20200	SAO MIGUEL DO TOCANTINS	Não	Não	Não	-	-	Sim	Sim	Não	Sim	Não	Não
1720259	17	20259	SAO SALVADOR DO TOCANTINS	Não	Não	Não	-	-	Não	-	-	-	-	Sim
1720309	17	20309	SAO SEBASTIAO DO TOCANTINS	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Não	-	-	-	-	Não
1720499	17	20499	SAO VALERIO DA NATIVIDADE	Sim	Não	Não	-	-	Não	-	-	-	-	Não
1720655	17	20655	SILVANOPOLIS	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
1720804	17	20804	SITIO NOVO DO TOCANTINS	Não	Não	Não	-	-	Sim	Sim	Não	Sim	Sim	Não
1720853	17	20853	SUCUPIRA	Não	Não	Não	-	-	Não	-	-	-	-	Não
1720903	17	20903	TAGUATINGA	Não	Não	Não	-	-	Não	-	-	-	-	Não
1720937	17	20937	TAIPAS DO TOCANTINS	Não	Não	Não	-	-	Não	-	-	-	-	Não
1720978	17	20978	TALISMA	Não	Sim	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Sim	Sim	Não	Sim	Não	Sim
1721000	17	21000	PALMAS	Sim	Sim	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Não	Sim	Sim	Sim	Sim	Sim	Não
1721109	17	21109	TOCANTINIA	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Sim	Não	-	-	-	-	Não
1721208	17	21208	TOCANTINOPOLIS	Não	Não	Não	-	-	Não	-	-	-	-	Não
1721257	17	21257	TUPIRAMA	Não	Não	Não	-	-	Não	-	-	-	-	Não
1721307	17	21307	TUPIRATINS	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
1722081	17	22081	WANDERLANDIA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Não	Não
1722107	17	22107	XAMBIOA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
2100055	21	55	ACAILANDIA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
2100105	21	105	AFONSO CUNHA	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Não
2100154	21	154	AGUA DOCE DO MARANHAO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2100204	21	204	ALCANTARA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2100303	21	303	ALDEIAS ALTAS	Não	Não sabe informar	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
2100402	21	402	ALTAMIRA DO MARANHAO	Não	Não	Não	-	-	Sim	Sim	Não	Sim	Sim	Não
2100436	21	436	ALTO ALEGRE DO MARANHAO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2100477	21	477	ALTO ALEGRE DO PINDARE	Não	Não sabe informar	Sim	Implementação de ações da Agenda 21 em políticas públicas	Sim	Não	-	-	-	-	Sim
2100501	21	501	ALTO PARNAIBA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2100550	21	550	AMAPA DO MARANHAO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2100600	21	600	AMARANTE DO MARANHAO	Não	Não	Não	-	-	Não	-	-	-	-	Não
2100709	21	709	ANAJATUBA	Não	Não	Não	-	-	Não	-	-	-	-	Não
2100808	21	808	ANAPURUS	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2100832	21	832	APICUM-ACU	Não	Não	Não	-	-	Não	-	-	-	-	Não
2100873	21	873	ARAGUANA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
2100907	21	907	ARAIOSES	Não	Não	Não	-	-	Não	-	-	-	-	Não
2100956	21	956	ARAME	Não	Não	Não	-	-	Não	-	-	-	-	Não
2101004	21	1004	ARARI	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Sim
2101103	21	1103	AXIXA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
2101202	21	1202	BACABAL	Sim	Não	Não	-	-	Não	-	-	-	-	Sim
2101251	21	1251	BACABEIRA	Não	Sim	Não	-	-	Sim	Sim	Não	Sim	Sim	Não
